analysis_id,n_persons,person_days,n_events,incidence_start_date,incidence_end_date,person_years,incidence_100000_pys,incidence_100000_pys_95CI_lower,incidence_100000_pys_95CI_upper,cohort_obscured,result_obscured,outcome_cohort_id,outcome_cohort_name,analysis_outcome_washout,analysis_repeated_events,analysis_interval,analysis_complete_database_intervals,denominator_cohort_id,analysis_min_cell_count,denominator_cohort_name,denominator_age_group,denominator_sex,denominator_days_prior_observation,denominator_start_date,denominator_end_date,denominator_target_cohort_definition_id,denominator_target_cohort_name,gap_era,cdm_name
1,21478,640466,21,2017-11-01,2017-11-30,1753.5003422313484,1197.6045566821658,741.3360962071099,1830.6657809997832,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,21159,653290,12,2017-12-01,2017-12-31,1788.6105407255304,670.9118461938803,346.66994113805345,1171.947976985203,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,21060,651539,12,2018-01-01,2018-01-31,1783.8165639972622,672.7149103890941,347.60161071874273,1175.0975672748114,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,21068,588551,7,2018-02-01,2018-02-28,1611.3648186173853,434.4143498184525,174.65709931129692,895.0595914137932,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,21086,651212,8,2018-03-01,2018-03-31,1782.92128678987,448.701805249289,193.71759159189176,884.1214324483591,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,21090,631952,6,2018-04-01,2018-04-30,1730.1902806297057,346.78266703800284,127.2631269602016,754.7998719404242,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,21113,651736,13,2018-05-01,2018-05-31,1784.3559206023272,728.554199860066,387.9244275809743,1245.8498700559014,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20963,624037,7,2018-06-01,2018-06-30,1708.520191649555,409.7112831450699,164.72518529632558,844.1618326896954,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20728,640262,11,2018-07-01,2018-07-31,1752.9418206707735,627.516547913198,313.2539997896572,1122.8004421601686,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20688,637508,10,2018-08-01,2018-08-31,1745.4017796030116,572.933986710755,274.7441163502844,1053.6460004183466,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20602,615469,16,2018-09-01,2018-09-30,1685.0622861054073,949.5197970978229,542.7326057352305,1541.960662926831,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20614,630772,15,2018-10-01,2018-10-31,1726.95961670089,868.5785038016905,486.1367950700261,1432.5881527414347,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20369,609072,8,2018-11-01,2018-11-30,1667.5482546201233,479.7462368981007,207.12037370908365,945.2913387375561,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20384,630267,9,2018-12-01,2018-12-31,1725.577002053388,521.5646702111962,238.49257914779542,990.0922086402829,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20442,630513,5,2019-01-01,2019-01-31,1726.2505133470227,289.64509851501873,94.0469750807284,675.9350389242734,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20448,570421,6,2019-02-01,2019-02-28,1561.7275838466803,384.1899228815209,140.99093057365232,836.2197195974464,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20419,629879,11,2019-03-01,2019-03-31,1724.514715947981,637.8606049733361,318.4177158046633,1141.308817563935,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20348,608400,11,2019-04-01,2019-04-30,1665.7084188911704,660.379684418146,329.659159127754,1181.6016711018308,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20325,622526,9,2019-05-01,2019-05-31,1704.3832991101985,528.0502340464494,241.45819191767666,1002.4038290177199,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20085,600294,8,2019-06-01,2019-06-30,1643.5154004106776,486.76148687143296,210.1490607198123,959.1141778321303,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,20027,615715,11,2019-07-01,2019-07-31,1685.7357973990418,652.5340457841696,325.74264458934005,1167.5636563967971,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,19728,607929,5,2019-08-01,2019-08-31,1664.4188911704312,300.4051459956673,97.5407332091006,701.0454003629707,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,19801,588932,9,2019-09-01,2019-09-30,1612.4079397672826,558.1714017917179,255.23150785106526,1059.583187979402,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,19755,605623,6,2019-10-01,2019-10-31,1658.1054072553045,361.85878013219445,132.79579475804806,787.6142231594491,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,19403,578789,NA,2019-11-01,2019-11-30,1584.6379192334018,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,19235,592090,6,2019-12-01,2019-12-31,1621.054072553046,370.1295411170599,135.8310182721433,805.6161878641676,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,19214,590383,NA,2020-01-01,2020-01-31,1616.3805612594113,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,19086,550558,NA,2020-02-01,2020-02-29,1507.3456536618755,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,18996,585022,8,2020-03-01,2020-03-31,1601.7029431895962,499.46839606031904,215.63500219776182,984.1518545756583,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,18854,563812,NA,2020-04-01,2020-04-30,1543.6331279945243,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,18889,583224,5,2020-05-01,2020-05-31,1596.7802874743327,313.1301181021357,101.67249701499821,730.7412404106491,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,18910,562666,NA,2020-06-01,2020-06-30,1540.495550992471,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,18772,576137,NA,2020-07-01,2020-07-31,1577.3771389459275,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,18571,567292,NA,2020-08-01,2020-08-31,1553.160848733744,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,18212,540334,NA,2020-09-01,2020-09-30,1479.3538672142367,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,18013,550577,7,2020-10-01,2020-10-31,1507.397672826831,464.3764632376579,186.703422875934,956.7929964131798,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,17723,529435,NA,2020-11-01,2020-11-30,1449.514031485284,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,17741,547167,7,2020-12-01,2020-12-31,1498.0616016427105,467.2705042519012,187.86697746165817,962.755826989163,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,17787,547184,6,2021-01-01,2021-01-31,1498.1081451060918,400.50513172899787,146.97832467461276,871.73106061671206,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,17600,488098,9,2021-02-01,2021-02-28,1336.3394934976043,673.4815549336405,307.9586525282701,1278.4777771330455,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,17357,534486,NA,2021-03-01,2021-03-31,1463.3429158110882,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,17266,513826,NA,2021-04-01,2021-04-30,1406.7789185489391,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,17014,520618,5,2021-05-01,2021-05-31,1425.3744010951402,350.78502856220877,113.89894394560947,818.6152403437078,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,16610,496225,NA,2021-06-01,2021-06-30,1358.590006844627,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,16576,508274,NA,2021-07-01,2021-07-31,1391.5783709787815,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,16490,507767,NA,2021-08-01,2021-08-31,1390.1902806297057,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,16464,490928,NA,2021-09-01,2021-09-30,1344.0876112251883,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,16354,499777,NA,2021-10-01,2021-10-31,1368.3148528405202,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,16173,481031,NA,2021-11-01,2021-11-30,1316.991101984942,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
1,16047,493920,NA,2021-12-01,2021-12-31,1352.2792607802876,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,months,TRUE,1,5,denominator_cohort_1,0 to 150,Both,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
10,2739,896915,NA,2017-01-01,2017-12-31,2455.6194387405885,NA,NA,NA,FALSE,TRUE,1,prevalent_simvastatin,365,FALSE,years,TRUE,5,5,denominator_cohort_5,0 to 19,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
10,2565,853241,0,2018-01-01,2018-12-31,2336.046543463381,0,0,157.9112139026506,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,years,TRUE,5,5,denominator_cohort_5,0 to 19,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
10,2439,809519,0,2019-01-01,2019-12-31,2216.3422313483916,0,0,166.43997492524755,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,years,TRUE,5,5,denominator_cohort_5,0 to 19,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
10,2245,741716,0,2020-01-01,2020-12-31,2030.7077344284737,0,0,181.65486798385297,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,years,TRUE,5,5,denominator_cohort_5,0 to 19,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
10,2047,656933,0,2021-01-01,2021-12-31,1798.5845311430528,0,0,205.0990315017079,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,years,TRUE,5,5,denominator_cohort_5,0 to 19,Male,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2454,75083,0,2017-01-01,2017-01-31,205.56605065023956,0,0,1794.4983826100647,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2435,67579,0,2017-02-01,2017-02-28,185.02121834360028,0,0,1993.76022228076,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2429,74756,0,2017-03-01,2017-03-31,204.67077344284738,0,0,1802.3479327614034,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2431,72652,0,2017-04-01,2017-04-30,198.9103353867214,0,0,1854.5438812628902,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2447,74889,0,2017-05-01,2017-05-31,205.03490759753595,0,0,1799.1470317604922,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2425,71953,0,2017-06-01,2017-06-30,196.99657768651608,0,0,1872.560172077766,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2419,74444,0,2017-07-01,2017-07-31,203.81656399726214,0,0,1809.9016987468633,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2447,74446,0,2017-08-01,2017-08-31,203.82203969883642,0,0,1809.853075538128,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2430,72084,0,2017-09-01,2017-09-30,197.3552361396304,0,0,1869.157123099599,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2430,74577,0,2017-10-01,2017-10-31,204.1806981519507,0,0,1806.6739351477197,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2437,72121,0,2017-11-01,2017-11-30,197.45653661875428,0,0,1868.1981955534654,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2403,73910,0,2017-12-01,2017-12-31,202.3545516769336,0,0,1822.9782446422878,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2272,70096,0,2018-01-01,2018-01-31,191.91238877481177,0,0,1922.1684841005404,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2287,63726,0,2018-02-01,2018-02-28,174.47227926078028,0,0,2114.3069086638343,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2303,70798,0,2018-03-01,2018-03-31,193.8343600273785,0,0,1903.109156494696,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2314,68987,0,2018-04-01,2018-04-30,188.87611225188226,0,0,1953.068289119856,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2326,71511,0,2018-05-01,2018-05-31,195.7864476386037,0,0,1884.1342179736191,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2314,68665,0,2018-06-01,2018-06-30,187.99452429842574,0,0,1962.2270743684771,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2301,70837,0,2018-07-01,2018-07-31,193.94113620807667,0,0,1902.061381220428,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2309,70797,0,2018-08-01,2018-08-31,193.83162217659137,0,0,1903.1360377065623,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2309,68628,0,2018-09-01,2018-09-30,187.89322381930185,0,0,1963.2849866164172,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2322,70695,0,2018-10-01,2018-10-31,193.5523613963039,0,0,1905.881916139918,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2303,68672,0,2018-11-01,2018-11-30,188.01368925393567,0,0,1962.0270570467071,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2316,71404,0,2018-12-01,2018-12-31,195.49349760438056,0,0,1886.957622283226,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2215,68125,0,2019-01-01,2019-01-31,186.5160848733744,0,0,1977.7808742974162,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2221,61900,0,2019-02-01,2019-02-28,169.47296372347708,0,0,2176.6772546286184,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2218,68379,0,2019-03-01,2019-03-31,187.21149897330596,0,0,1970.434227782089,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2214,66183,0,2019-04-01,2019-04-30,181.19917864476386,0,0,2035.814666326874,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
11,2219,67903,0,2019-05-01,2019-05-31,185.90828199863108,0,0,1984.2469708482906,FALSE,FALSE,1,prevalent_simvastatin,365,FALSE,months,TRUE,6,5,denominator_cohort_6,0 to 19,Female,365,2017-01-01,2021-12-31,NA,None,30,CPRD_GOLD
