analysis_id,prevalence_start_date,prevalence_end_date,n_cases,n_population,prevalence,prevalence_95CI_lower,prevalence_95CI_upper,population_obscured,cases_obscured,result_obscured,outcome_cohort_id,outcome_cohort_name,analysis_outcome_lookback_days,analysis_type,analysis_interval,analysis_complete_database_intervals,analysis_time_point,analysis_full_contribution,analysis_min_cell_count,denominator_cohort_id,denominator_cohort_name,denominator_age_group,denominator_sex,denominator_days_prior_observation,denominator_start_date,denominator_end_date,denominator_target_cohort_definition_id,denominator_target_cohort_name,cdm_name
1,2020-01-01,2020-01-31,169,1195059,1.4141561211622187e-4,1.2164272563766375e-4,1.6440203030454768e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2020-02-01,2020-02-29,157,1218082,1.2889115839491923e-4,1.1024595128081215e-4,1.5068923735912513e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2020-03-01,2020-03-31,147,1224008,1.2009725426631198e-4,1.021896599000595e-4,1.4114251118883792e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2020-04-01,2020-04-30,139,1220245,1.1391155054927494e-4,9.648418699392708e-5,1.3448629152236442e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2020-05-01,2020-05-31,17,949313,1.7907686927283203e-5,1.1181237454429924e-5,2.8680542267652043e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2020-06-01,2020-06-30,14,962890,1.4539563189980164e-5,8.66129610184448e-6,2.4407207869946532e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2020-07-01,2020-07-31,17,968326,1.7556070992620253e-5,1.0961694235938382e-5,2.8117405881109255e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2020-08-01,2020-08-31,16,919901,1.739317600480921e-5,1.0706632570543417e-5,2.8255504821684404e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2020-09-01,2020-09-30,16,923489,1.732559889722563e-5,1.066503435426178e-5,2.814572541738537e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2020-10-01,2020-10-31,20,926282,2.1591696697118156e-5,1.3977994634893643e-5,3.3352383158258826e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2020-11-01,2020-11-30,22,935540,2.3515830429484574e-5,1.5530304508347325e-5,3.560728701926462e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2020-12-01,2020-12-31,29,1041096,2.785526022576208e-5,1.939564510492033e-5,4.0004478070624475e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2021-01-01,2021-01-31,22,902616,2.437359851808521e-5,1.6096792836660415e-5,3.690609566994765e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2021-02-01,2021-02-28,25,890590,2.8071278590597246e-5,1.9014941965875707e-5,4.1440740876597264e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2021-03-01,2021-03-31,25,897948,2.7841255841095474e-5,1.8859128432691914e-5,4.11011682500598e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2021-04-01,2021-04-30,23,901555,2.5511477391839656e-5,1.7000504755082542e-5,3.828314011500181e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2021-05-01,2021-05-31,25,903416,2.7672744339263418e-5,1.874498158775553e-5,4.0852401987252324e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2021-06-01,2021-06-30,24,906524,2.647475411572115e-5,1.7791848017349504e-5,3.9394987786026134e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2021-07-01,2021-07-31,25,914583,2.7334861898810714e-5,1.851610574501986e-5,4.035360064044898e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2021-08-01,2021-08-31,29,918339,3.157875250860521e-5,2.1988326652219586e-5,4.535194762101015e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2021-09-01,2021-09-30,30,919725,3.261844573106091e-5,2.284941128539467e-5,4.656393745708087e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2021-10-01,2021-10-31,28,921370,3.038952863670404e-5,2.10266122615843e-5,4.392146432581536e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2021-11-01,2021-11-30,28,922375,3.0356416858652935e-5,2.1003702028599477e-5,4.387360882346837e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
1,2021-12-01,2021-12-31,26,925563,2.8091010552496156e-5,1.917103414258801e-5,4.1161138877655775e-5,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
10,2018-01-01,2018-12-31,2808,1215765,0.002309656882703483,0.0022258864248111392,0.002396572440047871,FALSE,FALSE,FALSE,1,simvastatin,0,period,years,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
10,2019-01-01,2019-12-31,1966,1126195,0.0017457012329125951,0.0016702835144080238,0.0018245180374408532,FALSE,FALSE,FALSE,1,simvastatin,0,period,years,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
10,2020-01-01,2020-12-31,1449,1070338,0.0013537779654651148,0.001285887360901202,0.0014252478544292892,FALSE,FALSE,FALSE,1,simvastatin,0,period,years,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
10,2021-01-01,2021-12-31,959,769708,0.0012459270268725283,0.0011695708388377649,0.0013272615538902242,FALSE,FALSE,FALSE,1,simvastatin,0,period,years,TRUE,start,FALSE,5,5,Denominator cohort 5,20 to 39,Male,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2018-01-01,2018-01-31,1019,1054912,9.659573499969666e-4,9.084667126332031e-4,0.0010270824360051136,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2018-02-01,2018-02-28,1024,1051780,9.735876323946072e-4,9.157803766005584e-4,0.0010350401037509907,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2018-03-01,2018-03-31,993,1052676,9.433101923098845e-4,8.864592660823261e-4,0.0010038034524125388,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2018-04-01,2018-04-30,930,1001446,9.28657161744118e-4,8.708841093763892e-4,9.90258987022348e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2018-05-01,2018-05-31,946,1007791,9.386866919827623e-4,8.807701264539788e-4,0.0010004078482977006,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2018-06-01,2018-06-30,923,1008897,9.148604862537999e-4,8.577369098490574e-4,9.757846641303186e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2018-07-01,2018-07-31,932,996900,9.348981843715519e-4,8.767974716709002e-4,9.968450815440472e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2018-08-01,2018-08-31,921,996067,9.2463659573101e-4,8.668422262089566e-4,9.862804453846824e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2018-09-01,2018-09-30,888,1003165,8.851983472310138e-4,8.288827879172401e-4,9.453364514208022e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2018-10-01,2018-10-31,881,991333,8.887023835582998e-4,8.319472090143839e-4,9.4932569941716e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2018-11-01,2018-11-30,869,995564,8.728720604602014e-4,8.167566168001906e-4,9.328393286336706e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2018-12-01,2018-12-31,876,996088,8.794403707302969e-4,8.231216931566573e-4,9.396087958805646e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2019-01-01,2019-01-31,732,985283,7.429337560883523e-4,6.910453004767923e-4,7.98715241384703e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2019-02-01,2019-02-28,705,984549,7.160639033709851e-4,6.651377649893078e-4,7.708861834315738e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2019-03-01,2019-03-31,702,981547,7.151975402094856e-4,6.642284372561178e-4,7.70074707681645e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2019-04-01,2019-04-30,671,931459,7.203752392751587e-4,6.679090176055472e-4,7.76959632992355e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2019-05-01,2019-05-31,663,930753,7.123264711475547e-4,6.601460607517878e-4,7.68628243755465e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2019-06-01,2019-06-30,598,868580,6.884800478942642e-4,6.354823637480606e-4,7.458943111915895e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2019-07-01,2019-07-31,599,857332,6.986791581324388e-4,6.44939729162952e-4,7.568930191048345e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2019-08-01,2019-08-31,570,855354,6.663907575109253e-4,6.138990988353021e-4,7.233674852528986e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2019-09-01,2019-09-30,573,852970,6.717704022415794e-4,6.189881489405198e-4,7.290502115960095e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2019-10-01,2019-10-31,561,846118,6.630280882808309e-4,6.104011960435372e-4,7.201890377218522e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2019-11-01,2019-11-30,553,845283,6.542187646030974e-4,6.019322050399843e-4,7.110439403183146e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2019-12-01,2019-12-31,559,846691,6.602172457248276e-4,6.077236082615106e-4,7.17241897478204e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2020-01-01,2020-01-31,509,825258,6.167768140387612e-4,5.654858047811107e-4,6.727169176595371e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2020-02-01,2020-02-29,500,838721,5.961457981855707e-4,5.461452477135918e-4,6.507210059133794e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2020-03-01,2020-03-31,495,839654,5.895285439002256e-4,5.398447125415843e-4,6.437820098552375e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2020-04-01,2020-04-30,485,830346,5.840938596681384e-4,5.343854593758705e-4,6.384231692255109e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2020-05-01,2020-05-31,314,631519,4.972138605489304e-4,4.451867957509586e-4,5.553177265575891e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2020-06-01,2020-06-30,313,639197,4.896768914747722e-4,4.383610453474123e-4,5.4699663563316e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2020-07-01,2020-07-31,307,646788,4.7465320939782434e-4,4.2445472427905264e-4,5.307853069297056e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2020-08-01,2020-08-31,287,609274,4.710524328955445e-4,4.1962651082933997e-4,5.287773527300879e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2020-09-01,2020-09-30,310,609099,5.089484632219064e-4,4.553703264726041e-4,5.688269294892529e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2020-10-01,2020-10-31,325,607803,5.347127276436608e-4,4.796659461290171e-4,5.960729469235585e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2020-11-01,2020-11-30,333,612027,5.440936429275179e-4,4.887219777208203e-4,6.057350552353581e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2020-12-01,2020-12-31,358,690809,5.182329703289911e-4,4.67270353380752e-4,5.747506045686868e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
11,2021-01-01,2021-01-31,255,623058,4.0927168899203606e-4,3.6203489236658276e-4,4.6266889244167824e-4,FALSE,FALSE,FALSE,1,simvastatin,0,period,months,TRUE,start,FALSE,5,6,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,PHARMETRICS
