cdm_name,result_type,group_name,group_level,strata_name,strata_level,variable,variable_level,variable_type,estimate_type,estimate
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Prior observation,NA,numeric,min,365
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Prior observation,NA,numeric,q05,386
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Prior observation,NA,numeric,q25,502
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Prior observation,NA,numeric,median,733
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Prior observation,NA,numeric,q75,1079
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Prior observation,NA,numeric,q95,1573
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Prior observation,NA,numeric,max,1825
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Prior observation,NA,numeric,mean,823.12519989339
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Prior observation,NA,numeric,sd,377.289653295727
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Future observation,NA,numeric,min,0
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Future observation,NA,numeric,q05,52
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Future observation,NA,numeric,q25,238
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Future observation,NA,numeric,median,484
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Future observation,NA,numeric,q75,867
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Future observation,NA,numeric,q95,1428
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Future observation,NA,numeric,max,1641
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Future observation,NA,numeric,mean,588.633378864606
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Future observation,NA,numeric,sd,424.544650479932
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Age group,0 to 19,categorical,count,253
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Age group,0 to 19,categorical,percentage,0.421441897654584
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Age group,20 to 39,categorical,count,2841
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Age group,20 to 39,categorical,percentage,4.73247601279318
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Age group,40 to 59,categorical,count,22338
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Age group,40 to 59,categorical,percentage,37.2101545842217
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Age group,60 to 79,categorical,count,28264
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Age group,60 to 79,categorical,percentage,47.0815565031983
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Age group,80 to 150,categorical,count,6336
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Age group,80 to 150,categorical,percentage,10.5543710021322
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Visits in prior year count from -365 to -1,Visit occurrence,numeric,min,0
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Visits in prior year count from -365 to -1,Visit occurrence,numeric,q05,2
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Visits in prior year count from -365 to -1,Visit occurrence,numeric,q25,10
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Visits in prior year count from -365 to -1,Visit occurrence,numeric,median,21
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Visits in prior year count from -365 to -1,Visit occurrence,numeric,q75,39
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Visits in prior year count from -365 to -1,Visit occurrence,numeric,q95,88
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Visits in prior year count from -365 to -1,Visit occurrence,numeric,max,951
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Visits in prior year count from -365 to -1,Visit occurrence,numeric,mean,30.4155617004264
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Visits in prior year count from -365 to -1,Visit occurrence,numeric,sd,32.9997473473118
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Myocardial infarction,binary,count,952
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Myocardial infarction,binary,percentage,1.58582089552239
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Hypothyroidism,binary,count,8650
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Hypothyroidism,binary,percentage,14.4089818763326
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Asthma,binary,count,5348
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Asthma,binary,percentage,8.90858208955224
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Rheumatoid arthritis,binary,count,1101
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Rheumatoid arthritis,binary,percentage,1.83402185501066
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Pneumonia,binary,count,3080
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Pneumonia,binary,percentage,5.13059701492537
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Depressive disorder,binary,count,9628
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Depressive disorder,binary,percentage,16.0381130063966
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Venous thromboembolism,binary,count,1199
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Venous thromboembolism,binary,percentage,1.99726812366738
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Dementia,binary,count,1466
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Dementia,binary,percentage,2.44203091684435
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Inflammarory bowel disease,binary,count,494
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Inflammarory bowel disease,binary,percentage,0.822894456289979
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Anxiety,binary,count,11849
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Anxiety,binary,percentage,19.7378065031983
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Heart failure,binary,count,3295
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Heart failure,binary,percentage,5.48873933901919
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Osteoporosis,binary,count,3089
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Osteoporosis,binary,percentage,5.14558901918977
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Diabetes,binary,count,17716
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Diabetes,binary,percentage,29.5109275053305
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Chronic liver disease,binary,count,473
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Chronic liver disease,binary,percentage,0.787913113006397
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Malignant neoplastic disease,binary,count,7186
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Malignant neoplastic disease,binary,percentage,11.9702825159915
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Copd,binary,count,4720
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Copd,binary,percentage,7.86247334754797
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Chronic kidney disease,binary,count,6013
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Chronic kidney disease,binary,percentage,10.0163246268657
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Stroke,binary,count,1707
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Stroke,binary,percentage,2.84348347547974
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Gerd,binary,count,12727
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Gerd,binary,percentage,21.2003598081023
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Hiv,binary,count,62
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Hiv,binary,percentage,0.103278251599147
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Hypertension,binary,count,37157
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Conditions any time prior flag from any time prior to -1,Hypertension,binary,percentage,61.8953224946695
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Agents renin ang sys,binary,count,8324
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Agents renin ang sys,binary,percentage,13.8659381663113
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Psycholeptics,binary,count,5773
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Psycholeptics,binary,percentage,9.61653784648188
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Hormonal contraceptices syst,binary,count,475
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Hormonal contraceptices syst,binary,percentage,0.791244669509595
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Antiepileptics,binary,count,3503
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Antiepileptics,binary,percentage,5.83522121535181
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Diuretics,binary,count,4366
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Diuretics,binary,percentage,7.27278784648188
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Antiinflammatory antirheumatic,binary,count,10572
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Antiinflammatory antirheumatic,binary,percentage,17.6106076759062
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Opioids,binary,count,6390
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Opioids,binary,percentage,10.6443230277186
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Beta blocking agents,binary,count,4684
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Beta blocking agents,binary,percentage,7.8025053304904
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Drugs acid related disorder,binary,count,5189
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Drugs acid related disorder,binary,percentage,8.64372334754797
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Drugs used in diabetes,binary,count,5215
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Drugs used in diabetes,binary,percentage,8.68703358208955
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Drugs obstructive airway dis,binary,count,5526
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Drugs obstructive airway dis,binary,percentage,9.20509061833689
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Antithrombotics,binary,count,2980
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Antithrombotics,binary,percentage,4.96401918976546
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Antidepressants,binary,count,4705
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Antidepressants,binary,percentage,7.83748667377399
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Calicum channel blockers,binary,count,3637
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Calicum channel blockers,binary,percentage,6.0584355010661
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Antineoplastic agents,binary,count,1165
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Antineoplastic agents,binary,percentage,1.94063166311301
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Lipid modifying agents,binary,count,4517
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Lipid modifying agents,binary,percentage,7.52432036247335
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Immunosupressants,binary,count,398
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Immunosupressants,binary,percentage,0.662979744136461
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Antibacterials systemic,binary,count,11714
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Antibacterials systemic,binary,percentage,19.5129264392324
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Psychostimulants,binary,count,269
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,Overall,Overall,Medications prior year flag from -365 to -1,Psychostimulants,binary,percentage,0.448094349680171
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Number subjects,NA,numeric,count,253
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Number records,NA,NA,count,253
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort start date,NA,date,min,2018-01-02
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort start date,NA,date,q05,2018-01-22
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort start date,NA,date,q25,2018-05-24
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort start date,NA,date,median,2018-12-13
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort start date,NA,date,q75,2019-08-20
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort start date,NA,date,q95,2021-02-04
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort start date,NA,date,max,2021-11-13
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort end date,NA,date,min,2018-02-04
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort end date,NA,date,q05,2018-05-02
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort end date,NA,date,q25,2018-11-17
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort end date,NA,date,median,2019-07-12
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort end date,NA,date,q75,2020-04-30
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort end date,NA,date,q95,2021-10-12
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Cohort end date,NA,date,max,2021-12-31
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Sex,Female,categorical,count,135
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Sex,Female,categorical,percentage,53.3596837944664
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Sex,Male,categorical,count,118
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Sex,Male,categorical,percentage,46.6403162055336
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age,NA,numeric,min,2
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age,NA,numeric,q05,3
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age,NA,numeric,q25,8
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age,NA,numeric,median,13
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age,NA,numeric,q75,17
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age,NA,numeric,q95,19
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age,NA,numeric,max,19
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age,NA,numeric,mean,12.4940711462451
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age,NA,numeric,sd,5.15676513077392
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Prior observation,NA,numeric,min,366
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Prior observation,NA,numeric,q05,386
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Prior observation,NA,numeric,q25,463
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Prior observation,NA,numeric,median,610
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Prior observation,NA,numeric,q75,811
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Prior observation,NA,numeric,q95,1269.6
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Prior observation,NA,numeric,max,1777
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Prior observation,NA,numeric,mean,694.268774703557
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Prior observation,NA,numeric,sd,298.080617379963
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Future observation,NA,numeric,min,3
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Future observation,NA,numeric,q05,63.8
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Future observation,NA,numeric,q25,259
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Future observation,NA,numeric,median,470
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Future observation,NA,numeric,q75,716
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Future observation,NA,numeric,q95,1243.4
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Future observation,NA,numeric,max,1476
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Future observation,NA,numeric,mean,516.177865612648
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Future observation,NA,numeric,sd,326.84809706612
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age group,0 to 19,categorical,count,253
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age group,0 to 19,categorical,percentage,100
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age group,20 to 39,categorical,count,0
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age group,20 to 39,categorical,percentage,0
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age group,40 to 59,categorical,count,0
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age group,40 to 59,categorical,percentage,0
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age group,60 to 79,categorical,count,0
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age group,60 to 79,categorical,percentage,0
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age group,80 to 150,categorical,count,0
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Age group,80 to 150,categorical,percentage,0
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Visits in prior year count from -365 to -1,Visit occurrence,numeric,min,0
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Visits in prior year count from -365 to -1,Visit occurrence,numeric,q05,2
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Visits in prior year count from -365 to -1,Visit occurrence,numeric,q25,7
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Visits in prior year count from -365 to -1,Visit occurrence,numeric,median,16
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Visits in prior year count from -365 to -1,Visit occurrence,numeric,q75,31
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Visits in prior year count from -365 to -1,Visit occurrence,numeric,q95,100.2
PHARMETRICS,Summary characteristics,cohort_name,Simvastatin,age_group,0 to 19,Visits in prior year count from -365 to -1,Visit occurrence,numeric,max,250
