analysis_id,n_persons,person_days,n_events,incidence_start_date,incidence_end_date,person_years,incidence_100000_pys,incidence_100000_pys_95CI_lower,incidence_100000_pys_95CI_upper,cohort_obscured,result_obscured,outcome_cohort_id,outcome_cohort_name,analysis_outcome_washout,analysis_repeated_events,analysis_interval,analysis_complete_database_intervals,denominator_cohort_id,analysis_min_cell_count,denominator_cohort_name,denominator_age_group,denominator_sex,denominator_days_prior_observation,denominator_start_date,denominator_end_date,denominator_target_cohort_definition_id,denominator_target_cohort_name,duration_range_min,duration_range_max,impute_duration,gap_era,prior_use_washout,prior_observation,cohort_date_range_start,cohort_date_range_end,limit,cdm_name
1,1545733,46371708,6,2018-11-01,2018-11-30,126958.81724845996,4.725941947189006,1.734337402641139,10.286386015207698,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1551325,48090529,12,2018-12-01,2018-12-31,131664.69267624913,9.114060691659267,4.709368155340503,15.920429860205184,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1468876,45534567,12,2019-01-01,2019-01-31,124666.8501026694,9.62565428589669,4.973716030858029,16.81408091318104,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1480104,41442538,10,2019-02-01,2019-02-28,113463.48528405202,8.813408097737643,4.226371756629315,16.208171286099788,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1481198,45916689,10,2019-03-01,2019-03-31,125713.0431211499,7.954624080146545,3.81455143959176,14.628836901430315,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1414666,42439796,NA,2019-04-01,2019-04-30,116193.8288843258,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1418385,43969573,6,2019-05-01,2019-05-31,120382.13004791239,4.984128456284986,1.8290873010923558,10.848349349958323,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1291804,38753906,NA,2019-06-01,2019-06-30,106102.41204654347,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1276013,39556013,5,2019-07-01,2019-07-31,108298.46132785763,4.616870765008597,1.4990853703854154,10.774236250687359,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1283093,39775617,8,2019-08-01,2019-08-31,108899.70431211499,7.34620911097369,3.1715716755754917,14.4749605334233,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1286441,38592882,7,2019-09-01,2019-09-30,105661.5523613963,6.6249263270879855,2.6635639819996633,13.649880244397902,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1282377,39753544,NA,2019-10-01,2019-10-31,108839.27173169062,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1285308,38559017,6,2019-11-01,2019-11-30,105568.83504449007,5.683495510271955,2.085742683968145,12.370576995583031,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1290506,40005251,10,2019-12-01,2019-12-31,109528.40793976728,9.130051452495575,4.378214553040478,16.79048968933352,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1194750,37036866,NA,2020-01-01,2020-01-31,101401.41273100616,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1217781,34741930,5,2020-02-01,2020-02-29,95118.22039698837,5.256616428620977,1.7068090459878107,12.26718922055454,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1223717,37249249,NA,2020-03-01,2020-03-31,101982.88569472964,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1219961,35971615,NA,2020-04-01,2020-04-30,98484.9144421629,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,949283,28858313,NA,2020-05-01,2020-05-31,79009.75496235455,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,962859,28133330,NA,2020-06-01,2020-06-30,77024.85968514717,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,968294,29328374,0,2020-07-01,2020-07-31,80296.71184120465,0,0,4.594060416084147,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,919871,27874168,NA,2020-08-01,2020-08-31,76315.31279945243,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,923458,27049820,NA,2020-09-01,2020-09-30,74058.37097878166,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,926248,28199185,NA,2020-10-01,2020-10-31,77205.16084873375,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,935505,27475268,NA,2020-11-01,2020-11-30,75223.18412046543,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,1041048,28704468,0,2020-12-01,2020-12-31,78588.55030800821,0,0,4.693914621985382,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,902582,27460052,0,2021-01-01,2021-01-31,75181.52498288843,0,0,4.906630259167444,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,890556,24935504,NA,2021-02-01,2021-02-28,68269.68925393566,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,897910,27835195,NA,2021-03-01,2021-03-31,76208.61054072552,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,901517,27045510,0,2021-04-01,2021-04-30,74046.57084188912,0,0,4.981836987415342,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,903378,28004718,0,2021-05-01,2021-05-31,76672.73921971253,0,0,4.811200814859535,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,906486,27194551,NA,2021-06-01,2021-06-30,74454.62286105407,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,914544,28350829,NA,2021-07-01,2021-07-31,77620.33949349761,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,918296,28467157,NA,2021-08-01,2021-08-31,77938.82819986311,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,919680,27590398,NA,2021-09-01,2021-09-30,75538.39288158795,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,921324,28561044,0,2021-10-01,2021-10-31,78195.87679671458,0,0,4.717485889574326,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,922331,27669877,NA,2021-11-01,2021-11-30,75755.99452429842,NA,NA,NA,FALSE,TRUE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
1,925520,28691110,0,2021-12-01,2021-12-31,78551.9780971937,0,0,4.696100013610889,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
10,1213369,341296753,653,2018-01-01,2018-12-31,934419.5838466804,69.88295314957186,64.62504980863932,75.45468097919547,FALSE,FALSE,1,simvastatin,365,FALSE,years,TRUE,5,5,Denominator cohort 5,20 to 39,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
10,1124380,304937098,483,2019-01-01,2019-12-31,834872.2737850787,57.853160916485145,52.808100949441126,63.250202835178065,FALSE,FALSE,1,simvastatin,365,FALSE,years,TRUE,5,5,Denominator cohort 5,20 to 39,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
10,1068767,243529483,315,2020-01-01,2020-12-31,666747.3867214237,47.244279658738485,42.17050039870756,52.760364512439985,FALSE,FALSE,1,simvastatin,365,FALSE,years,TRUE,5,5,Denominator cohort 5,20 to 39,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
10,768771,222963425,251,2021-01-01,2021-12-31,610440.5886379193,41.117842534038935,36.18797005788708,46.531886532869414,FALSE,FALSE,1,simvastatin,365,FALSE,years,TRUE,5,5,Denominator cohort 5,20 to 39,Male,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,1053163,32647345,44,2018-01-01,2018-01-31,89383.55920602327,49.22605498241893,35.767726908764615,66.08368116574994,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,1050031,29399724,52,2018-02-01,2018-02-28,80492.05749486653,64.60264729015823,48.24834699117742,84.71777696230693,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,1050946,32577903,39,2018-03-01,2018-03-31,89193.43737166324,43.72519004676268,31.09288452902163,59.773774211297315,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,999843,29993774,39,2018-04-01,2018-04-30,82118.47775496235,47.4923562469998,33.77170796101442,64.9236144207643,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,1006231,31191338,37,2018-05-01,2018-05-31,85397.22929500342,43.326932624692155,30.50615901964667,59.720469344214195,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,1007372,30219947,36,2018-06-01,2018-06-30,82737.70568104039,43.51099623040371,30.474566837176738,60.23755925909968,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,995413,30856544,39,2018-07-01,2018-07-31,84480.61327857632,46.164437598714876,32.82742798988336,63.1083059139593,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,994584,30831130,36,2018-08-01,2018-08-31,84411.03353867214,42.64845304080648,29.8704521912573,59.04343591102084,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,1001707,30050095,23,2018-09-01,2018-09-30,82272.67624914442,27.95581844250409,17.721590814540082,41.94745384278408,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,989923,30686386,35,2018-10-01,2018-10-31,84014.74606433949,41.65935343445136,29.017266068804403,57.938075932296464,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,994159,29823607,41,2018-11-01,2018-11-30,81652.58590006844,50.212739190132176,36.03352857001264,68.11925054499503,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,994674,30833827,30,2018-12-01,2018-12-31,84418.41752224504,35.53726885734943,23.976846066899153,50.731660995093144,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,984097,30505736,36,2019-01-01,2019-01-31,83520.15331964407,43.10336914998544,30.189069841404212,59.67323155944678,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,983369,27533478,29,2019-02-01,2019-02-28,75382.55441478439,38.47043951367132,25.764257112702516,55.249968327443966,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,980365,30390596,27,2019-03-01,2019-03-31,83204.91718001368,32.450005258205536,21.38475793836713,47.21305395950595,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,930313,27908650,29,2019-04-01,2019-04-30,76409.71937029432,37.953286884173906,25.417911880328795,54.5072508861724,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,929614,28817280,23,2019-05-01,2019-05-31,78897.41273100616,29.151779765474046,18.479727702547113,43.741983038780084,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,867529,26025236,24,2019-06-01,2019-06-30,71253.2128678987,33.682691676648005,21.58113611409414,50.117175291391625,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,856292,26544280,29,2019-07-01,2019-07-31,72674.2778918549,39.90407726259668,26.724386813239548,57.30891127747203,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,854322,26483289,17,2019-08-01,2019-08-31,72507.29363449692,23.445917159307516,13.658110754385765,37.53918461377622,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,851958,25557974,26,2019-09-01,2019-09-30,69973.91923340179,37.15670107497566,24.27199076693858,54.443176115451934,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,845101,26197479,25,2019-10-01,2019-10-31,71724.78850102669,34.85545307622921,22.556611439290254,51.453524602588544,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,844257,25327070,28,2019-11-01,2019-11-30,69341.73853524982,40.37972019661177,26.832030821377927,58.35993847009823,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,845662,26214722,26,2019-12-01,2019-12-31,71771.99726214922,36.22582760938682,23.663913313658494,53.07923080916676,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,824373,25554840,30,2020-01-01,2020-01-31,69965.3388090349,42.87837450752969,28.929859221673816,61.21154577940421,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,837801,23843943,28,2020-02-01,2020-02-29,65281.158110882956,42.89139594067978,28.501021112791463,61.990009237476826,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,838725,25460083,17,2020-03-01,2020-03-31,69705.90828199864,24.38817658214233,14.207011591533547,39.04783322784097,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,829427,24389191,15,2020-04-01,2020-04-30,66773.96577686517,22.463844741713654,12.572843375572011,37.050695707004806,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,630939,19103241,7,2020-05-01,2020-05-31,52301.82340862423,13.383854603519893,5.3810036975800655,27.575855719256193,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
11,638610,18570968,13,2020-06-01,2020-06-30,50844.53935660506,25.56813408972543,13.613954573284165,43.722287977167,FALSE,FALSE,1,simvastatin,365,FALSE,months,TRUE,6,5,Denominator cohort 6,20 to 39,Female,365,2017-01-01,2021-12-31,NA,NA,1,Inf,none,30,0,NA,NA,NA,all,PHARMETRICS
